transaction_id,transaction_date,customer_id,city,merchant_category,payment_mode,amount
TXN002845,2026-05-07,CUST86697,Vijayawada,Fashion,UPI,84814.87
TXN002846,2026-06-16,CUST70880,Pune,Electronics,UPI,76096.9
TXN002847,2026-02-09,CUST43628,hyderabad,Travel,Wallet,81126.04
TXN002848,2026-03-31,CUST27612,Coimbatore,Electronics,Wallet,53036.24
TXN002849,2026-06-14,CUST10278,Mumbai,Fashion,NetBanking,9025.49
TXN002850,2026-06-07,CUST60952,MUMBAI,Fashion,Wallet,64309.66
TXN002851,2026-04-30,CUST42149,Indore,Utilities,NetBanking,11811.94
TXN002852,2026-04-04,CUST48611,Visakhapatnam,Fuel,Debit Card,19849.48
TXN002853,2026-02-11,CUST28185,Visakhapatnam,Fuel,Wallet,16504.22
TXN002854,2026-02-03,CUST56455,Bengaluru,Travel,NetBanking,2658.46
TXN002855,2026-06-20,CUST32136,Pune,Utilities,NetBanking,9770.16
TXN002856,2026-03-09,CUST97092,kolkata,Electronics,UPI,62343.67
TXN002857,2026-06-07,CUST31268,Jaipur,Electronics,NetBanking,51958.13
TXN002858,2026-06-25,CUST48194,Hyderabad,Fashion,Credit Card,12955.99
TXN002859,2026-01-30,CUST13049,Indore,Fashion,Wallet,36485.86
TXN002860,2026-03-16,CUST28237,Pune,Restaurants,Wallet,53591.25
TXN002861,2026-03-01,CUST55557,DELHI,Healthcare,NetBanking,55046.02
TXN002862,2026-01-23,CUST59904,Chennai,Fuel,NetBanking,24642.69
TXN002863,2026-05-06,CUST14438,Jaipur,Utilities,Credit Card,50225.08
TXN002864,2026-03-03,CUST36713,visakhapatnam,Grocery,UPI,64780.59
TXN002865,2026-05-15,CUST24531,kolkata,Utilities,NetBanking,53010.71
TXN002866,2026-06-30,CUST52434,Vijayawada,Grocery,Debit Card,25234.72
TXN002867,2026-02-17,CUST66484,Bengaluru,Healthcare,Wallet,69450.08
TXN002868,2026-05-12,CUST47727,Jaipur,Healthcare,UPI,56392.63
TXN002869,2026-02-05,CUST64934,Pune,Fashion,Credit Card,430.44
TXN002870,2026-06-07,CUST37414,Jaipur,Utilities,Credit Card,42949.85
TXN002871,2026-03-30,CUST43524,Nagpur,Fuel,NetBanking,46176.11
TXN002872,2026-05-27,CUST47999,Vijayawada,Fuel,NetBanking,64348.16
TXN002873,2026-05-06,CUST86919,Lucknow,Restaurants,Debit Card,5182.72
TXN002874,2026-03-05,CUST60615, Hyderabad ,Restaurants,Credit Card,19700.64
TXN002875,2026-01-24,CUST67914,Vijayawada,Fuel,NetBanking,53571.91
TXN002876,2026-02-19,CUST17895,Chennai,Fuel,NetBanking,64868.57
TXN002877,2026-03-09,CUST89921,CHENNAI,Grocery,NetBanking,37760.07
TXN002878,2026-06-20,CUST72707,Hyderabad,Fashion,Wallet,5470.11
TXN002879,2026-03-06,CUST95340,Delhi,Travel,NetBanking,9676.44
TXN002880,2026-05-24,CUST48638,Indore,Fashion,Debit Card,15136.53
TXN002881,2026-03-23,CUST61248,Mumbai,Utilities,Credit Card,1098.26
TXN002882,2026-02-27,CUST94400,Hyderabad,Healthcare,NetBanking,67254.17
TXN002883,2026-04-26,CUST43587,jaipur,Grocery,NetBanking,75013.69
TXN002884,2026-04-15,CUST66959,Delhi,Healthcare,Wallet,15118.35
TXN002885,2026-04-22,CUST22721,INDORE,Utilities,Debit Card,55388.99
TXN002886,2026-01-27,CUST15974,Indore,Grocery,Wallet,25354.66
TXN002887,2026-04-26,CUST11353,Pune,Restaurants,NetBanking,10809.18
TXN002888,2026-06-19,CUST73762,Lucknow,Electronics,NetBanking,27712.16
TXN002889,2026-06-03,CUST91860,Chennai,Healthcare,Credit Card,20283.25
TXN002890,2026-04-05,CUST80540,CHENNAI,Utilities,Debit Card,41414.75
TXN002891,2026-01-19,CUST61373,Chennai,Healthcare,Debit Card,71774.47
TXN002892,2026-06-15,CUST16068, Hyderabad ,Fashion,UPI,36036.17
TXN002893,2026-03-02,CUST44733,Hyderabad,Fuel,Credit Card,57359.63
TXN002894,2026-01-10,CUST60492,hyderabad,Fashion,UPI,71883.82
TXN002895,2026-03-01,CUST16696,Kolkata,Healthcare,Credit Card,3375.18
TXN002896,2026-04-10,CUST55587,Delhi,Fashion,Wallet,53615.97
TXN002897,2026-02-17,CUST20484,Delhi,Travel,Wallet,21097.94
TXN002898,2026-06-05,CUST59086,Indore,Grocery,NetBanking,13651.39
TXN002899,2026-04-01,CUST16801,Lucknow,Utilities,Credit Card,7822.76
TXN002900,2026-04-06,CUST49048,Delhi,Travel,Wallet,72479.75
TXN002901,2026-06-05,CUST94255,Lucknow,Electronics,UPI,38246.31
TXN002902,2026-05-14,CUST16733,jaipur,Fuel,Debit Card,50056.67
TXN002903,2026-04-07,CUST47964,mumbai,Fuel,Debit Card,69559.48
TXN002904,2026-06-27,CUST30326,Bengaluru,Electronics,Wallet,2033.32
TXN002905,2026-06-27,CUST77549,Lucknow,Healthcare,UPI,3434.05
TXN002906,2026-06-24,CUST18507,Delhi,Fashion,NetBanking,81228.25
TXN002907,2026-04-11,CUST57904,Vijayawada,Fuel,UPI,53546.74
TXN002908,2026-04-06,CUST89582, Visakhapatnam ,Fuel,Credit Card,81487.02
TXN002909,2026-06-05,CUST41393,Bengaluru,Fashion,UPI,69563.97
TXN002910,2026-01-12,CUST50626,Delhi,Electronics,Wallet,25183.96
TXN002911,2026-03-16,CUST57373, Coimbatore ,Grocery,Credit Card,41710.36
TXN002912,2026-06-10,CUST94320,Indore,Electronics,Debit Card,22576.19
TXN002913,2026-01-22,CUST56355,Hyderabad,Restaurants,Wallet,69501.39
TXN002914,2026-06-26,CUST50226,kolkata,Utilities,Debit Card,50159.39
TXN002915,2026-03-13,CUST39142,Jaipur,Travel,UPI,70987.75
TXN002916,2026-06-17,CUST73645,Chennai,Fuel,NetBanking,58113.47
TXN002917,2026-01-26,CUST40682,Nagpur,Grocery,Credit Card,3017.26
TXN002918,2026-01-26,CUST88766,Chennai,Healthcare,Credit Card,63912.76
TXN002919,2026-01-25,CUST43318,Mumbai,Healthcare,Debit Card,8645.73
TXN002920,2026-04-02,CUST89678,Jaipur,Fashion,UPI,48836.74
TXN002921,2026-06-10,CUST84738,Pune,Restaurants,UPI,21852.95
TXN002922,2026-03-06,CUST35321,Indore,Utilities,Credit Card,27489.75
TXN002923,2026-04-17,CUST41484,Pune,Utilities,UPI,18622.4
TXN002924,2026-01-10,CUST19701,Visakhapatnam,Fashion,NetBanking,17170.73
TXN002925,2026-01-19,CUST77230, Nagpur ,Travel,NetBanking,10632.12
TXN002926,2026-01-06,CUST97315,Visakhapatnam,Restaurants,Wallet,310.4
TXN002927,2026-01-06,CUST75677,INDORE,Restaurants,Credit Card,82713.82
TXN002928,2026-05-23,CUST16774,jaipur,Grocery,UPI,78985.02
TXN002929,2026-04-08,CUST39726,Delhi,Restaurants,UPI,48672.5
TXN002930,2026-03-12,CUST21017,Indore,Fashion,NetBanking,15410.39
TXN002931,2026-03-29,CUST85014,Lucknow,Healthcare,Wallet,82146.01
TXN002932,2026-02-15,CUST73705,Pune,Electronics,UPI,74301.76
TXN002933,2026-05-13,CUST27436,Chennai,Utilities,NetBanking,39720.23
TXN002934,2026-02-13,CUST47536,Jaipur,Restaurants,Debit Card,84931.25
TXN002935,2026-05-04,CUST77030,Jaipur,Travel,Credit Card,37769.75
TXN002936,2026-05-13,CUST10907,Jaipur,Fashion,NetBanking,79240.66
TXN002937,2026-02-16,CUST50248, Vijayawada ,Fuel,Credit Card,42059.87
TXN002938,2026-04-07,CUST98798,BENGALURU,Healthcare,Wallet,53420.76
TXN002939,2026-02-18,CUST13456,Lucknow,Grocery,Credit Card,77566.33
TXN002940,2026-06-25,CUST50179,Delhi,Grocery,Credit Card,11222.66
TXN002941,2026-02-14,CUST48964, Visakhapatnam ,Fuel,Wallet,25418.27
TXN002942,2026-05-14,CUST42510,lucknow,Fuel,Wallet,42353.12
TXN002943,2026-05-08,CUST62595,Lucknow,Travel,Wallet,58637.49
TXN002944,2026-05-07,CUST21821,Hyderabad,Healthcare,UPI,66503.16
TXN002945,2026-06-20,CUST26752,Vijayawada,Utilities,NetBanking,7097.8
TXN002946,2026-03-17,CUST62998,Pune,Travel,Debit Card,72244.28
TXN002947,2026-02-08,CUST64240,Mumbai,Utilities,Debit Card,58358.91
TXN002948,2026-03-24,CUST46267,BENGALURU,Fashion,NetBanking,28751.33
TXN002949,2026-04-19,CUST58970,Bengaluru,Fashion,Debit Card,8039.89
TXN002950,2026-04-25,CUST56187,BENGALURU,Restaurants,Debit Card,6493.57
TXN002951,2026-01-06,CUST54341,Mumbai,Fashion,Debit Card,64446.9
TXN002952,2026-03-28,CUST61775,Mumbai,Healthcare,Credit Card,54747.14
TXN002953,2026-02-10,CUST58306,Nagpur,Healthcare,Debit Card,953.42
TXN002954,2026-01-04,CUST95477,Indore,Fuel,Debit Card,1928.06
TXN002955,2026-05-24,CUST90240,Pune,Grocery,UPI,46541.8
TXN002956,2026-01-19,CUST39145, Pune ,Restaurants,NetBanking,76955.34
TXN002957,2026-06-21,CUST40534,Chennai,Travel,Debit Card,6396.05
TXN002958,2026-05-26,CUST61971,mumbai,Restaurants,Debit Card,13439.79
TXN002959,2026-01-22,CUST42892,Jaipur,Utilities,Credit Card,46758.35
TXN002960,2026-01-31,CUST87173,Delhi,Utilities,Debit Card,39021.79
TXN002961,2026-05-20,CUST45857,Mumbai,Utilities,Credit Card,10845.33
TXN002962,2026-06-02,CUST15769,LUCKNOW,Fuel,Credit Card,46171.44
TXN002963,2026-06-26,CUST54634,Lucknow,Travel,Credit Card,22765.2
TXN002964,2026-06-05,CUST95743,Vijayawada,Fuel,Wallet,74563.39
TXN002965,2026-03-14,CUST36123,Kolkata,Fuel,Credit Card,55695.84
TXN002966,2026-06-25,CUST66711,Hyderabad,Electronics,UPI,22694.15
TXN002967,2026-06-28,CUST66629,Lucknow,Fuel,Credit Card,43166.95
TXN002968,2026-06-03,CUST62256,HYDERABAD,Electronics,Credit Card,19208.35
TXN002969,2026-03-24,CUST40922,Coimbatore,Electronics,Wallet,53134.25
TXN002970,2026-06-20,CUST45378,chennai,Restaurants,Wallet,39942.17
TXN002971,2026-02-13,CUST93515,indore,Grocery,UPI,77239.99
TXN002972,2026-06-14,CUST74009,Pune,Grocery,Wallet,11363.96
TXN002973,2026-02-08,CUST83616,Hyderabad,Utilities,Debit Card,27009.84
TXN002974,2026-01-07,CUST13866,visakhapatnam,Utilities,NetBanking,55219.55
TXN002975,2026-02-02,CUST78338,vijayawada,Travel,Credit Card,79427.22
TXN002976,2026-04-04,CUST10262, Visakhapatnam ,Electronics,Credit Card,71395.61
TXN002977,2026-04-02,CUST95397,Pune,Electronics,Debit Card,4663.65
TXN002978,2026-05-04,CUST52038,Chennai,Healthcare,UPI,65233.44
TXN002979,2026-06-08,CUST88163, Indore ,Utilities,NetBanking,22160.88
TXN002980,2026-02-19,CUST74262,Visakhapatnam,Restaurants,Debit Card,68407.83
TXN002981,2026-06-17,CUST14129, Lucknow ,Healthcare,Wallet,39572.97
TXN002982,2026-04-19,CUST90832,Lucknow,Healthcare,NetBanking,38249.96
TXN002983,2026-02-13,CUST85583,Mumbai,Electronics,Debit Card,32665.1
TXN002984,2026-05-29,CUST67807,Pune,Grocery,Wallet,52064.48
TXN002985,2026-06-03,CUST43103,Jaipur,Electronics,NetBanking,24584.15
TXN002986,2026-04-17,CUST26950, Delhi ,Fashion,UPI,72449.69
TXN002987,2026-04-26,CUST29989,Indore,Fashion,NetBanking,3975.03
TXN002988,2026-01-28,CUST66198,delhi,Travel,UPI,61388.26
TXN002989,2026-02-02,CUST93311,LUCKNOW,Restaurants,Wallet,42676.74
TXN002990,2026-04-09,CUST34522,lucknow,Utilities,NetBanking,51587.28
TXN002991,2026-06-17,CUST77440,HYDERABAD,Utilities,Credit Card,18529.21
TXN002992,2026-04-25,CUST78750,Delhi,Restaurants,UPI,21421.89
TXN002993,2026-03-27,CUST67143,Lucknow,Utilities,Wallet,5277.84
TXN002994,2026-01-04,CUST18438, Kolkata ,Healthcare,NetBanking,54900.05
TXN002995,2026-04-04,CUST93207,Lucknow,Grocery,NetBanking,60925.94
TXN002996,2026-05-18,CUST54286,lucknow,Travel,Credit Card,70815.95
TXN002997,2026-04-30,CUST26537,Lucknow,Healthcare,Debit Card,9965.88
TXN002998,2026-06-11,CUST53622,HYDERABAD,Electronics,Credit Card,75255.35
TXN002999,2026-01-02,CUST98784,Indore,Utilities,NetBanking,84572.26
TXN003000,2026-04-24,CUST63970,jaipur,Restaurants,Debit Card,63483.21
TXN003001,2026-05-11,CUST61026,lucknow,Utilities,NetBanking,53000.23
TXN003002,2026-01-13,CUST80713,Bengaluru,Electronics,Debit Card,82683.02
TXN003003,2026-01-18,CUST13968,Chennai,Electronics,UPI,11324.96
TXN003004,2026-06-25,CUST69891,Chennai,Utilities,Credit Card,41868.01
TXN003005,2026-04-27,CUST50275,mumbai,Electronics,Wallet,29027.59
TXN003006,2026-04-09,CUST93088,coimbatore,Healthcare,Debit Card,67078.58
TXN003007,2026-06-13,CUST98298,Pune,Fuel,Wallet,22568.14
TXN003008,2026-02-23,CUST10862,Kolkata,Grocery,Wallet,7703.5
TXN003009,2026-06-22,CUST78841,Indore,Utilities,Wallet,4689.67
TXN003010,2026-06-10,CUST62707,Hyderabad,Travel,NetBanking,46866.75
TXN003011,2026-06-27,CUST95306,Coimbatore,Healthcare,Debit Card,73394.2
TXN003012,2026-06-10,CUST69125,Hyderabad,Restaurants,Credit Card,49816.81
TXN003013,2026-03-28,CUST44707,kolkata,Fuel,UPI,45978.26
TXN003014,2026-06-08,CUST27171,Hyderabad,Restaurants,Credit Card,56755.81
TXN003015,2026-05-14,CUST61698,Visakhapatnam,Travel,NetBanking,47841.39
TXN003016,2026-05-10,CUST64365,Coimbatore,Fashion,Credit Card,52742.17
TXN003017,2026-05-23,CUST52270,NAGPUR,Travel,Wallet,74047.86
TXN003018,2026-02-20,CUST99272,Vijayawada,Electronics,Credit Card,28701.03
TXN003019,2026-05-05,CUST23539,Coimbatore,Restaurants,Debit Card,67807.86
TXN003020,2026-01-06,CUST23259,Delhi,Fuel,Debit Card,23948.85
TXN003021,2026-06-07,CUST14613,Coimbatore,Utilities,Wallet,14967.98
TXN003022,2026-02-24,CUST36109,Chennai,Fuel,Debit Card,33131.84
TXN003023,2026-06-17,CUST44137,Indore,Electronics,NetBanking,43983.85
TXN003024,2026-06-24,CUST86467,Lucknow,Healthcare,UPI,75125.95
TXN003025,2026-02-06,CUST15504,Vijayawada,Fuel,Wallet,32871.64
TXN003026,2026-03-10,CUST59217,Nagpur,Fashion,Credit Card,67048.76
TXN003027,2026-05-23,CUST84263,Vijayawada,Grocery,Credit Card,65424.56
TXN003028,2026-05-23,CUST12985, Nagpur ,Restaurants,UPI,61054.96
TXN003029,2026-06-01,CUST92410,Nagpur,Restaurants,Wallet,68877.01
TXN003030,2026-01-23,CUST97264,PUNE,Grocery,UPI,77696.34
TXN003031,2026-05-27,CUST24449,Visakhapatnam,Grocery,Debit Card,25543.33
TXN003032,2026-01-24,CUST95612,BENGALURU,Healthcare,NetBanking,66547.85
TXN003033,2026-05-31,CUST72920,Pune,Electronics,UPI,24664.28
TXN003034,2026-01-07,CUST27102,Indore,Grocery,Debit Card,46007.31
TXN003035,2026-05-06,CUST65110,Lucknow,Utilities,Credit Card,11430.51
TXN003036,2026-03-17,CUST87775,Coimbatore,Grocery,Credit Card,25894.72
TXN003037,2026-05-31,CUST63399,Chennai,Fuel,NetBanking,48128.22
TXN003038,2026-01-30,CUST53229,Mumbai,Electronics,UPI,40768.37
TXN003039,2026-01-10,CUST22327,Delhi,Utilities,UPI,41382.02
TXN003040,2026-06-11,CUST51015,Jaipur,Utilities,Wallet,62427.48
TXN003041,2026-05-24,CUST37233, Visakhapatnam ,Electronics,Debit Card,48925.91
TXN003042,2026-06-27,CUST79664, Kolkata ,Grocery,Debit Card,44921.22
TXN003043,2026-01-07,CUST52273,Vijayawada,Travel,NetBanking,33449.02
TXN003044,2026-05-26,CUST35954,Hyderabad,Fashion,Credit Card,30389.26
TXN003045,2026-06-08,CUST37940,Chennai,Utilities,Debit Card,156.27
TXN003046,2026-05-19,CUST42802,Lucknow,Fashion,Debit Card,45527.22
TXN003047,2026-03-13,CUST76076,MUMBAI,Grocery,NetBanking,53727.71
TXN003048,2026-01-09,CUST11117,Visakhapatnam,Restaurants,Debit Card,50591.87
TXN003049,2026-05-28,CUST41251,Bengaluru,Travel,NetBanking,20899.13
TXN003050,2026-06-13,CUST89057, Vijayawada ,Utilities,Wallet,10215.29
TXN003051,2026-06-23,CUST58784,jaipur,Travel,Wallet,24786.69
TXN003052,2026-03-28,CUST23472,Bengaluru,Electronics,Credit Card,59366.78
TXN003053,2026-02-20,CUST98124,CHENNAI,Healthcare,Wallet,63889.73
TXN003054,2026-04-14,CUST55851,Lucknow,Utilities,Debit Card,7270.32
TXN003055,2026-04-23,CUST16695,Nagpur,Fuel,Wallet,40154.76
TXN003056,2026-02-15,CUST62556,Mumbai,Fuel,Debit Card,4282.45
TXN003057,2026-06-05,CUST42207,Delhi,Grocery,UPI,78756.52
TXN003058,2026-01-28,CUST10554,Vijayawada,Restaurants,UPI,30261.12
TXN003059,2026-01-05,CUST61890,coimbatore,Electronics,NetBanking,58647.04
TXN003060,2026-06-29,CUST81111,Jaipur,Fashion,NetBanking,72250.65
TXN003061,2026-02-08,CUST12815,Coimbatore,Electronics,Debit Card,42282.43
TXN003062,2026-02-13,CUST20063,kolkata,Fashion,NetBanking,43726.52
TXN003063,2026-01-20,CUST49011,Mumbai,Healthcare,Wallet,77998.36
TXN003064,2026-02-14,CUST34601,pune,Electronics,NetBanking,40889.43
TXN003065,2026-02-24,CUST90163,Nagpur,Fashion,UPI,36668.27
TXN003066,2026-01-01,CUST21375, Pune ,Fuel,Wallet,72216.1
TXN003067,2026-05-18,CUST22548,Kolkata,Healthcare,Credit Card,41672.39
TXN003068,2026-06-10,CUST43844,Mumbai,Fashion,NetBanking,3345.48
TXN003069,2026-01-19,CUST36331,vijayawada,Utilities,UPI,24902.78
TXN003070,2026-02-18,CUST53230,delhi,Travel,UPI,78267.79
TXN003071,2026-05-01,CUST42625,Mumbai,Fashion,UPI,83452.44
TXN003072,2026-02-05,CUST63881,Nagpur,Electronics,Debit Card,29271.04
TXN003073,2026-03-05,CUST35361,mumbai,Restaurants,Wallet,14878.48
TXN003074,2026-05-09,CUST73544, Hyderabad ,Fuel,Wallet,28109.71
TXN003075,2026-01-05,CUST57007,Kolkata,Utilities,NetBanking,37330.72
TXN003076,2026-02-10,CUST58533,Indore,Healthcare,Wallet,12263.59
TXN003077,2026-06-12,CUST21361,Bengaluru,Utilities,Credit Card,10581.01
TXN003078,2026-04-23,CUST56329,PUNE,Fashion,Credit Card,23894.55
TXN003079,2026-06-19,CUST73153,nagpur,Grocery,Wallet,28601.05
TXN003080,2026-02-08,CUST13907,Chennai,Electronics,UPI,38475.63
TXN003081,2026-05-10,CUST14008,Mumbai,Fashion,NetBanking,50972.15
TXN003082,2026-04-23,CUST27603,hyderabad,Fuel,Debit Card,23125.65
TXN003083,2026-06-07,CUST24367,INDORE,Utilities,UPI,23430.5
TXN003084,2026-05-18,CUST17235,COIMBATORE,Fashion,NetBanking,17771.62
TXN003085,2026-05-16,CUST67028,Vijayawada,Fashion,NetBanking,68799.87
TXN003086,2026-06-18,CUST68922, Indore ,Healthcare,Credit Card,75367.51
TXN003087,2026-06-19,CUST49381,bengaluru,Electronics,Wallet,64294.08
TXN003088,2026-06-25,CUST54506,Chennai,Fashion,Credit Card,22444.2
TXN003089,2026-02-22,CUST80215,Pune,Travel,Wallet,12902.55
TXN003090,2026-01-21,CUST52550,Visakhapatnam,Restaurants,UPI,83601.69
TXN003091,2026-04-22,CUST37693,Indore,Grocery,NetBanking,60884.71
TXN003092,2026-06-15,CUST23593,Bengaluru,Restaurants,Debit Card,52739.16
TXN003093,2026-03-01,CUST47036,kolkata,Travel,NetBanking,7172.84
TXN003094,2026-06-17,CUST58641,Chennai,Fuel,Credit Card,43101.5
TXN003095,2026-02-13,CUST82681,coimbatore,Restaurants,UPI,73903.04
TXN003096,2026-03-31,CUST61922,Kolkata,Electronics,UPI,27388.38
TXN003097,2026-06-11,CUST93789,Mumbai,Restaurants,Debit Card,14378.18
TXN003098,2026-02-12,CUST85603,Visakhapatnam,Grocery,NetBanking,78034.23
TXN003099,2026-01-20,CUST47415,Hyderabad,Travel,Wallet,64673.13
TXN003100,2026-05-23,CUST41837,Mumbai,Travel,Debit Card,43158.6
TXN003101,2026-01-01,CUST95458,Mumbai,Restaurants,NetBanking,8851.04
TXN003102,2026-01-22,CUST22079,Mumbai,Healthcare,Wallet,47549.41
TXN003103,2026-03-17,CUST41480,Nagpur,Grocery,Debit Card,19472.75
TXN003104,2026-03-24,CUST74264,Delhi,Fashion,UPI,65057.61
TXN003105,2026-01-08,CUST75321, Delhi ,Restaurants,Debit Card,49652.2
TXN003106,2026-05-31,CUST22617,nagpur,Fashion,NetBanking,33973.98
TXN003107,2026-03-10,CUST99265,Indore,Restaurants,Wallet,46754.16
TXN003108,2026-02-22,CUST11624,Chennai,Healthcare,Debit Card,11618.38
TXN003109,2026-02-27,CUST88973,Lucknow,Grocery,NetBanking,69389.75
TXN003110,2026-05-29,CUST92282,pune,Grocery,UPI,63631.04
TXN003111,2026-03-03,CUST86749,Coimbatore,Grocery,Credit Card,37276.41
TXN003112,2026-05-10,CUST62444,hyderabad,Grocery,UPI,9876.69
TXN003113,2026-04-02,CUST33346,Lucknow,Fuel,Wallet,19401.77
TXN003114,2026-05-26,CUST28227,Mumbai,Travel,Debit Card,14943.97
TXN003115,2026-01-06,CUST71733, Chennai ,Electronics,Debit Card,63121.59
TXN003116,2026-06-07,CUST16917,Bengaluru,Utilities,Credit Card,31457.38
TXN003117,2026-05-30,CUST26122,Visakhapatnam,Electronics,Credit Card,4546.11
TXN003118,2026-02-28,CUST14421,Coimbatore,Fuel,Debit Card,39861.73
TXN003119,2026-06-08,CUST14284,Chennai,Fuel,Credit Card,26581.84
TXN003120,2026-06-02,CUST12651, Kolkata ,Travel,Credit Card,31845.7
TXN003121,2026-05-11,CUST30189,Mumbai,Restaurants,UPI,34832.38
TXN003122,2026-03-23,CUST36807,Mumbai,Healthcare,UPI,72355.92
TXN003123,2026-03-16,CUST90543,KOLKATA,Grocery,NetBanking,23521.57
TXN003124,2026-01-19,CUST23850,PUNE,Healthcare,Debit Card,62461.09
TXN003125,2026-04-28,CUST46625,Delhi,Fashion,NetBanking,35878.45
TXN003126,2026-03-15,CUST16089,chennai,Restaurants,UPI,77900.43
TXN003127,2026-04-15,CUST70981,Pune,Utilities,UPI,22018.38
TXN003128,2026-04-29,CUST19349,MUMBAI,Restaurants,UPI,16034.43
TXN003129,2026-01-04,CUST74492,Kolkata,Electronics,Credit Card,18925.23
TXN003130,2026-03-06,CUST21611,Vijayawada,Utilities,Credit Card,78053.45
TXN003131,2026-03-24,CUST44764,Vijayawada,Utilities,NetBanking,41280.63
TXN003132,2026-04-02,CUST30824, Lucknow ,Fashion,Debit Card,79196.95
TXN003133,2026-03-24,CUST35195,Jaipur,Restaurants,Wallet,49227.66
TXN003134,2026-02-12,CUST79814,Delhi,Healthcare,Debit Card,58580.51
TXN003135,2026-01-06,CUST75393,Vijayawada,Electronics,Debit Card,29827.02
TXN003136,2026-01-23,CUST66279,Coimbatore,Fashion,Credit Card,31116.58
TXN003137,2026-05-10,CUST10855,Indore,Travel,NetBanking,51078.81
TXN003138,2026-05-22,CUST65562,Hyderabad,Grocery,NetBanking,72369.08
TXN003139,2026-03-14,CUST55915,chennai,Fashion,UPI,6317.88
TXN003140,2026-05-29,CUST66779,Vijayawada,Travel,UPI,41032.05
TXN003141,2026-06-11,CUST94100,Hyderabad,Grocery,Debit Card,18902.05
TXN003142,2026-03-31,CUST82642,coimbatore,Fuel,Credit Card,74439.5
TXN003143,2026-03-26,CUST24499,Lucknow,Fashion,Credit Card,40741.96
TXN003144,2026-01-29,CUST17510,Pune,Healthcare,Credit Card,36903.24
TXN003145,2026-02-13,CUST23978,Nagpur,Electronics,Wallet,58097.19
TXN003146,2026-03-09,CUST35080, Jaipur ,Healthcare,Credit Card,65462.73
TXN003147,2026-02-27,CUST51361,Visakhapatnam,Travel,NetBanking,27370.07
TXN003148,2026-03-03,CUST56436,Bengaluru,Restaurants,UPI,6339.28
TXN003149,2026-02-17,CUST21993,VIJAYAWADA,Travel,Credit Card,53580.54
TXN003150,2026-02-17,CUST43095,Pune,Grocery,Debit Card,49901.2
TXN003151,2026-05-22,CUST81226,Hyderabad,Fuel,NetBanking,64794.13
TXN003152,2026-05-11,CUST72442,Bengaluru,Restaurants,Debit Card,18497.39
TXN003153,2026-05-15,CUST11551,Chennai,Grocery,UPI,19986.43
TXN003154,2026-05-20,CUST38984, Chennai ,Restaurants,Wallet,84526.98
TXN003155,2026-01-02,CUST54383,Pune,Healthcare,Wallet,59449.34
TXN003156,2026-05-27,CUST75623,Delhi,Travel,NetBanking,59381.67
TXN003157,2026-03-27,CUST89549,Bengaluru,Utilities,NetBanking,83606.74
TXN003158,2026-02-04,CUST86885,Jaipur,Fashion,NetBanking,72861.49
TXN003159,2026-01-02,CUST93463,Mumbai,Fuel,Credit Card,25449.27
TXN003160,2026-05-08,CUST69631,Chennai,Travel,Credit Card,62053.68
TXN003161,2026-01-27,CUST40938,Jaipur,Restaurants,Wallet,291.21
TXN003162,2026-02-20,CUST82536, Jaipur ,Restaurants,Credit Card,49171.64
TXN003163,2026-06-17,CUST61763,Bengaluru,Utilities,Debit Card,12817.03
TXN003164,2026-03-29,CUST58132, Indore ,Fuel,Wallet,30681.54
TXN003165,2026-04-18,CUST23696,Pune,Travel,Debit Card,8894.91
TXN003166,2026-06-24,CUST45427,Vijayawada,Restaurants,UPI,18124.03
TXN003167,2026-05-17,CUST88774,delhi,Electronics,UPI,6365.39
TXN003168,2026-03-10,CUST40645,Coimbatore,Healthcare,Debit Card,59909.7
TXN003169,2026-04-14,CUST25914,chennai,Travel,Debit Card,8016.0
TXN003170,2026-05-08,CUST39856, Indore ,Restaurants,Credit Card,73720.56
TXN003171,2026-05-07,CUST93473,delhi,Electronics,UPI,82930.43
TXN003172,2026-03-05,CUST90787,Mumbai,Healthcare,UPI,40714.26
TXN003173,2026-04-21,CUST18855,PUNE,Fuel,Wallet,34876.28
TXN003174,2026-02-18,CUST89463,Bengaluru,Restaurants,Credit Card,29912.93
TXN003175,2026-05-13,CUST65716,Nagpur,Utilities,NetBanking,77562.28
TXN003176,2026-03-24,CUST35334,Pune,Healthcare,Wallet,68462.4
TXN003177,2026-02-28,CUST96013,Jaipur,Electronics,UPI,80677.55
TXN003178,2026-03-20,CUST92770,Chennai,Restaurants,NetBanking,55924.23
TXN003179,2026-04-01,CUST19004,Mumbai,Utilities,Debit Card,25827.82
TXN003180,2026-06-29,CUST97274,Lucknow,Grocery,Debit Card,14555.82
TXN003181,2026-01-14,CUST80075,JAIPUR,Utilities,NetBanking,55907.0
TXN003182,2026-03-08,CUST95720,Chennai,Electronics,Credit Card,66579.48
TXN003183,2026-04-30,CUST11718,Lucknow,Travel,Credit Card,60380.38
TXN003184,2026-02-03,CUST38127,Chennai,Travel,Wallet,75420.79
TXN003185,2026-05-16,CUST44767,KOLKATA,Travel,UPI,70949.86
TXN003186,2026-06-10,CUST59516,pune,Electronics,Wallet,57662.25
TXN003187,2026-04-20,CUST20600,hyderabad,Healthcare,Wallet,70114.1
TXN003188,2026-04-03,CUST34600,Kolkata,Fuel,Debit Card,513.11
