transaction_id,transaction_date,branch_id,terminal_id,customer_id,card_type,merchant_category,city,amount,currency,status,network,auth_code,batch_id,employee_id
TXN206193,2026-07-18 06:27:00,BR133,POS1198,C581829,Mastercard,ATM,Kolkata,6156.93,INR,Approved,VISA,483209,B07,E1341
TXN206194,2026-07-26 08:53:00,BR127,POS1072,C963726,RuPay,Utilities,Pune,30917.83,INR,Approved,MC,930403,B19,E1045
TXN206195,2026-07-16 17:24:00,BR128,POS1092,C263789,RuPay,Fuel,Chennai,50750.67,INR,Approved,NPCI,371400,B16,E1338
TXN206196,2026-07-09 20:05:00,BR117,POS1164,C578794,Visa,ATM,Delhi,47741.19,INR,Approved,NPCI,985739,B28,E1285
TXN206197,2026-07-09 23:06:00,BR117,POS1132,C828730,Visa,Utilities,Mumbai,30018.0,INR,Approved,MC,180396,B06,E1005
TXN206198,2026-07-12 06:41:00,BR111,POS1006,C942051,Mastercard,Dining,Visakhapatnam,15102.47,INR,Approved,NPCI,111308,B12,E1078
TXN206199,2026-07-17 23:58:00,BR119,POS1131,C140003,RuPay,Dining,Kolkata,30338.08,INR,Declined,VISA,486834,B24,E1126
TXN206200,2026-07-29 08:34:00,BR101,POS1166,C627999,Mastercard,Dining,Chennai,44638.83,INR,Approved,NPCI,932237,B05,E1326
TXN206201,2026-07-19 19:48:00,BR137,POS1030,C499353,Mastercard,Grocery,Bengaluru,48618.16,INR,Approved,MC,862356,B09,E1133
TXN206202,2026-07-28 16:35:00,BR115,POS1020,C165965,Mastercard,ATM,Visakhapatnam,72267.76,INR,Declined,NPCI,451940,B30,E1384
TXN206203,2026-07-01 15:55:00,BR130,POS1028,C555697,Visa,ATM,Bengaluru,37930.54,INR,Approved,NPCI,179060,B26,E1247
TXN206204,2026-07-12 12:36:00,BR126,POS1094,C379635,RuPay,Electronics,Mumbai,70332.59,INR,Approved,VISA,849706,B03,E1148
TXN206205,2026-07-04 21:37:00,BR117,POS1135,C726772,RuPay,Grocery,Kolkata,27105.24,INR,Approved,MC,304243,B12,E1337
TXN206206,2026-07-18 05:55:00,BR136,POS1131,C949724,Visa,Electronics,Delhi,22583.53,INR,Declined,MC,470050,B11,E1084
TXN206207,2026-07-25 08:06:00,BR116,POS1176,C858256,RuPay,Utilities,Visakhapatnam,52792.13,INR,Approved,VISA,714422,B27,E1390
TXN206208,2026-07-24 15:32:00,BR102,POS1154,C946492,Visa,Travel,Kolkata,68846.61,INR,Approved,MC,403749,B20,E1098
TXN206209,2026-07-13 02:05:00,BR110,POS1010,C337787,RuPay,ATM,Pune,55932.87,INR,Approved,VISA,435911,B13,E1241
TXN206210,2026-07-21 20:31:00,BR125,POS1009,C945733,RuPay,Fuel,Delhi,45122.03,INR,Approved,NPCI,817493,B19,E1076
TXN206211,2026-07-31 11:49:00,BR108,POS1052,C553926,Visa,Fuel,Chennai,58551.56,INR,Approved,NPCI,805645,B26,E1048
TXN206212,2026-07-11 04:31:00,BR122,POS1103,C211702,Visa,Fashion,Bengaluru,53739.06,INR,Approved,VISA,808804,B19,E1387
TXN206213,2026-07-04 05:47:00,BR105,POS1003,C691146,Mastercard,Fashion,Pune,24247.96,INR,Approved,VISA,248258,B27,E1303
TXN206214,2026-07-31 06:18:00,BR142,POS1083,C515405,RuPay,Travel,Chennai,28375.01,INR,Approved,VISA,991933,B27,E1307
TXN206215,2026-07-30 16:29:00,BR110,POS1004,C843707,RuPay,Fuel,Hyderabad,40068.72,INR,Reversed,VISA,704003,B23,E1184
TXN206216,2026-07-07 22:33:00,BR137,POS1107,C112498,RuPay,Travel,Mumbai,62776.78,INR,Approved,NPCI,129056,B20,E1347
TXN206217,2026-07-15 18:18:00,BR132,POS1078,C895826,Mastercard,Pharmacy,Mumbai,54094.87,INR,Approved,MC,446504,B11,E1143
TXN206218,2026-07-23 02:03:00,BR133,POS1174,C388421,Visa,Electronics,Visakhapatnam,60461.91,INR,Approved,VISA,140192,B05,E1147
TXN206219,2026-07-13 19:23:00,BR118,POS1054,C790938,Mastercard,Electronics,Kolkata,11647.43,INR,Approved,MC,317841,B04,E1019
TXN206220,2026-07-30 18:14:00,BR150,POS1027,C625660,Mastercard,Fashion,Chennai,52552.77,INR,Reversed,MC,302706,B20,E1280
TXN206221,2026-07-02 00:57:00,BR150,POS1163,C865931,Visa,Fuel,Visakhapatnam,26823.97,INR,Approved,MC,248020,B08,E1114
TXN206222,2026-07-07 21:33:00,BR133,POS1061,C482981,RuPay,Grocery,Bengaluru,53582.1,INR,Reversed,VISA,159364,B31,E1226
TXN206223,2026-07-03 07:06:00,BR146,POS1088,C753787,Visa,Fashion,Pune,70393.41,INR,Approved,VISA,285259,B08,E1118
TXN206224,2026-07-04 09:17:00,BR109,POS1072,C825060,Visa,Dining,Bengaluru,74321.7,INR,Approved,VISA,813287,B10,E1133
TXN206225,2026-07-06 18:46:00,BR117,POS1146,C883070,Mastercard,Utilities,Chennai,73913.41,INR,Declined,MC,503989,B30,E1076
TXN206226,2026-07-24 11:15:00,BR118,POS1080,C429499,RuPay,Fashion,Kolkata,879.52,INR,Approved,NPCI,690485,B17,E1253
TXN206227,2026-07-19 22:21:00,BR123,POS1104,C955219,RuPay,Utilities,Bengaluru,6769.53,INR,Declined,NPCI,677403,B23,E1171
TXN206228,2026-07-01 10:46:00,BR110,POS1185,C418891,Mastercard,Dining,Pune,68526.7,INR,Approved,NPCI,581729,B08,E1358
TXN206229,2026-07-28 17:48:00,BR116,POS1094,C806427,Mastercard,Dining,Hyderabad,30522.05,INR,Approved,VISA,110795,B18,E1235
TXN206230,2026-07-27 12:44:00,BR132,POS1110,C897180,Mastercard,Grocery,Visakhapatnam,13911.92,INR,Approved,MC,751492,B22,E1153
TXN206231,2026-07-09 05:35:00,BR122,POS1013,C332652,Visa,Dining,Chennai,20530.82,INR,Declined,VISA,273173,B01,E1301
TXN206232,2026-07-28 12:10:00,BR139,POS1025,C320799,RuPay,ATM,Kolkata,34040.94,INR,Approved,VISA,164601,B14,E1245
TXN206233,2026-07-11 22:06:00,BR116,POS1147,C765168,RuPay,Travel,Delhi,71402.14,INR,Approved,MC,794217,B27,E1153
TXN206234,2026-07-15 10:43:00,BR127,POS1062,C672878,Visa,ATM,Chennai,17871.18,INR,Declined,VISA,629122,B04,E1342
TXN206235,2026-07-11 00:14:00,BR105,POS1151,C194606,RuPay,Utilities,Delhi,66026.88,INR,Reversed,VISA,860702,B17,E1123
TXN206236,2026-07-05 22:15:00,BR118,POS1160,C805750,Visa,Fuel,Pune,28958.15,INR,Declined,MC,782136,B22,E1352
TXN206237,2026-07-14 04:53:00,BR123,POS1185,C702444,RuPay,Dining,Chennai,73825.82,INR,Reversed,NPCI,349146,B30,E1329
TXN206238,2026-07-16 15:11:00,BR112,POS1131,C420434,RuPay,Fashion,Pune,52452.2,INR,Approved,MC,715565,B10,E1382
TXN206239,2026-07-10 03:58:00,BR112,POS1187,C643620,Mastercard,Utilities,Chennai,12060.06,INR,Approved,NPCI,620095,B27,E1367
TXN206240,2026-07-21 17:49:00,BR109,POS1164,C880978,Visa,Travel,Visakhapatnam,52142.79,INR,Approved,VISA,742413,B30,E1168
TXN206241,2026-07-01 04:32:00,BR112,POS1171,C558599,RuPay,Fashion,Kolkata,51272.55,INR,Approved,NPCI,428623,B02,E1349
TXN206242,2026-07-07 05:59:00,BR138,POS1035,C716567,RuPay,Fuel,Hyderabad,14668.89,INR,Approved,VISA,800726,B10,E1244
TXN206243,2026-07-13 02:09:00,BR125,POS1031,C759150,Mastercard,ATM,Chennai,15527.91,INR,Approved,NPCI,367514,B29,E1217
TXN206244,2026-07-12 15:12:00,BR130,POS1055,C205819,Mastercard,Utilities,Kolkata,74446.48,INR,Approved,MC,620020,B19,E1254
TXN206245,2026-07-27 12:05:00,BR103,POS1172,C533851,Mastercard,Fuel,Visakhapatnam,2266.47,INR,Approved,VISA,249689,B15,E1031
TXN206246,2026-07-27 12:46:00,BR114,POS1118,C609051,RuPay,Grocery,Kolkata,5436.88,INR,Approved,NPCI,317814,B15,E1209
TXN206247,2026-07-19 00:33:00,BR124,POS1024,C121365,RuPay,Fuel,Bengaluru,45815.76,INR,Approved,NPCI,768284,B24,E1040
TXN206248,2026-07-14 05:47:00,BR107,POS1010,C977373,Visa,Grocery,Hyderabad,58812.2,INR,Approved,MC,878736,B14,E1349
TXN206249,2026-07-09 09:13:00,BR150,POS1011,C666965,RuPay,Dining,Mumbai,65851.57,INR,Reversed,NPCI,758367,B12,E1377
TXN206250,2026-07-31 17:26:00,BR130,POS1198,C164184,Mastercard,Travel,Hyderabad,61973.81,INR,Approved,MC,780837,B03,E1025
TXN206251,2026-07-30 11:37:00,BR139,POS1078,C167332,RuPay,Dining,Kolkata,26157.31,INR,Approved,NPCI,113992,B12,E1087
TXN206252,2026-07-26 18:33:00,BR131,POS1099,C289003,Visa,Fashion,Visakhapatnam,40756.77,INR,Approved,MC,406619,B07,E1315
TXN206253,2026-07-29 06:03:00,BR139,POS1182,C649707,Visa,Fashion,Mumbai,71147.16,INR,Approved,VISA,199774,B10,E1349
TXN206254,2026-07-26 08:59:00,BR136,POS1077,C640511,Visa,Dining,Chennai,72573.84,INR,Approved,MC,558284,B01,E1253
TXN206255,2026-07-25 12:52:00,BR136,POS1081,C434622,Mastercard,Fuel,Pune,52051.02,INR,Approved,MC,125213,B16,E1235
TXN206256,2026-07-15 07:49:00,BR134,POS1186,C428464,Mastercard,Fuel,Kolkata,36526.66,INR,Approved,NPCI,384025,B29,E1148
TXN206257,2026-07-10 19:20:00,BR133,POS1117,C635509,Mastercard,Fuel,Hyderabad,54300.66,INR,Approved,NPCI,344673,B04,E1044
TXN206258,2026-07-16 01:43:00,BR139,POS1098,C720678,Visa,Fashion,Delhi,56968.64,INR,Approved,NPCI,391081,B30,E1164
TXN206259,2026-07-25 01:41:00,BR127,POS1021,C928617,Visa,Grocery,BLR,23952.62,INR,Approved,NPCI,845371,B17,E1024
TXN206260,2026-07-06 09:14:00,BR131,POS1182,C801205,RuPay,Pharmacy,Kolkata,44509.6,INR,Approved,NPCI,256525,B18,E1282
TXN206261,2026-07-30 00:02:00,BR120,POS1036,C563173,Mastercard,Travel,Hyderabad,38537.04,INR,Approved,NPCI,816481,B22,E1076
TXN206262,2026-07-01 04:17:00,BR124,POS1112,C144703,RuPay,Grocery,Pune,63676.17,INR,Approved,MC,473493,B08,E1066
TXN206263,2026-07-10 14:18:00,BR115,POS1085,C827545,Visa,Dining,Kolkata,67391.46,INR,Approved,MC,391574,B10,E1087
TXN206264,2026-07-22 10:18:00,BR136,POS1110,C765670,Visa,Dining,Visakhapatnam,51504.86,INR,Declined,MC,628787,B01,E1281
TXN206265,2026-07-24 18:08:00,BR120,POS1102,C811027,Visa,Electronics,Chennai,25134.01,INR,Approved,NPCI,170337,B04,E1323
TXN206266,2026-07-08 14:59:00,BR131,POS1193,C209302,Mastercard,Pharmacy,Bengaluru,27411.4,INR,Declined,NPCI,421703,B02,E1375
TXN206267,2026-07-15 09:17:00,BR120,POS1054,C973581,Mastercard,ATM,Chennai,32773.76,INR,Approved,MC,258968,B26,E1140
TXN206268,2026-07-11 04:00:00,BR149,POS1138,C634427,RuPay,Dining,Mumbai,39510.12,INR,Approved,VISA,441948,B24,E1190
TXN206269,2026-07-17 13:24:00,BR103,POS1168,C174305,Mastercard,Dining,Pune,5785.15,INR,Approved,MC,469320,B01,E1365
TXN206270,2026-07-20 23:27:00,BR101,POS1045,C423188,Mastercard,Utilities,Chennai,32181.3,INR,Approved,NPCI,196139,B02,E1183
TXN206271,2026-07-13 22:57:00,BR145,POS1034,C773843,RuPay,Electronics,Chennai,36535.75,INR,Approved,NPCI,642682,B17,E1063
TXN206272,2026-07-13 02:20:00,BR119,POS1060,C149756,Visa,ATM,Kolkata,6159.42,INR,Declined,MC,816276,B10,E1244
TXN206273,2026-07-08 00:22:00,BR143,POS1028,C890294,Visa,Travel,Hyderabad,5597.62,INR,Approved,VISA,686974,B10,E1131
TXN206274,2026-07-31 11:49:00,BR108,POS1122,C345200,Visa,Fuel,Mumbai,28982.64,INR,Approved,VISA,310539,B10,E1287
TXN206275,2026-07-15 23:18:00,BR130,POS1006,C321395,RuPay,ATM,Visakhapatnam,64986.39,INR,Approved,VISA,619656,B26,E1241
TXN206276,2026-07-12 15:09:00,BR108,POS1157,C350786,Visa,Fuel,Chennai,53294.88,INR,Approved,VISA,987693,B19,E1044
TXN206277,2026-07-24 08:15:00,BR113,POS1172,C621618,Mastercard,Dining,Delhi,49169.87,INR,Approved,MC,740744,B23,E1180
TXN206278,2026-07-01 01:07:00,BR105,POS1185,C125960,RuPay,Grocery,Visakhapatnam,47640.33,INR,Approved,MC,287477,B21,E1346
TXN206279,2026-07-02 15:56:00,BR145,POS1026,C775012,Mastercard,Grocery,Pune,14706.32,INR,Approved,VISA,288109,B09,E1277
TXN206280,2026-07-01 10:31:00,BR106,POS1140,C541856,Mastercard,Travel,Delhi,29018.98,INR,Approved,NPCI,138107,B08,E1059
TXN206281,2026-07-03 15:47:00,BR139,POS1163,C798311,Visa,Dining,Delhi,31962.03,INR,Approved,NPCI,970225,B08,E1154
TXN206282,2026-07-24 02:35:00,BR140,POS1093,C738629,RuPay,Grocery,Chennai,53252.63,INR,Reversed,MC,495931,B16,E1098
TXN206283,2026-07-04 18:58:00,BR126,POS1048,C198144,RuPay,Travel,Chennai,41216.16,INR,Approved,MC,968497,B18,E1084
TXN206284,2026-07-14 20:59:00,BR149,POS1003,C583974,Mastercard,ATM,Chennai,45555.98,INR,Approved,NPCI,188372,B11,E1360
TXN206285,2026-07-22 22:51:00,BR123,POS1136,C481309,Visa,ATM,Delhi,57516.2,INR,Approved,MC,465987,B22,E1161
TXN206286,2026-07-29 21:41:00,BR142,POS1158,C974384,Mastercard,Pharmacy,Chennai,28877.25,INR,Approved,NPCI,949075,B21,E1397
TXN206287,2026-07-14 16:01:00,BR109,POS1068,C896395,RuPay,Fashion,Delhi,27953.19,INR,Declined,MC,862577,B17,E1355
TXN206288,2026-07-13 03:10:00,BR133,POS1124,C831219,RuPay,Grocery,Mumbai,"4,105.86",INR,Approved,NPCI,797631,B18,E1034
TXN206289,2026-07-18 06:08:00,BR131,POS1077,C416631,Mastercard,Fuel,Chennai,2923.37,INR,Approved,NPCI,145645,B15,E1007
TXN206290,2026-07-11 06:33:00,BR139,POS1097,C288586,Mastercard,ATM,Chennai,46335.29,INR,Reversed,NPCI,731019,B10,E1204
TXN206291,2026-07-04 03:12:00,BR132,POS1091,C245712,RuPay,Fashion,Chennai,41047.52,INR,Declined,VISA,225411,B15,E1235
TXN206292,2026-07-26 02:06:00,BR136,POS1043,C974755,Mastercard,Electronics,Delhi,46431.83,INR,Approved,MC,371927,B02,E1167
TXN206293,2026-07-20 03:30:00,BR124,POS1102,C935386,RuPay,Pharmacy,Chennai,10589.78,INR,Approved,NPCI,762661,B06,E1066
TXN206294,2026-07-12 11:36:00,BR140,POS1175,C843321,Mastercard,Utilities,Hyderabad,13795.54,INR,Approved,NPCI,214534,B10,E1040
TXN206295,2026-07-12 02:05:00,BR150,POS1122,C159983,Visa,Grocery,Mumbai,24044.82,INR,Approved,NPCI,775022,B16,E1220
TXN206296,2026-07-12 05:45:00,BR132,POS1034,C426473,RuPay,Grocery,Chennai,72986.2,INR,Approved,MC,699333,B24,E1116
TXN206297,2026-07-14 16:56:00,BR101,POS1106,C597212,Mastercard,Utilities,BLR,64958.72,INR,Approved,NPCI,604872,B11,E1119
TXN206298,2026-07-17 14:51:00,BR130,POS1009,C571095,RuPay,Fuel,Kolkata,38473.7,INR,Approved,NPCI,988391,B31,E1397
TXN206299,2026-07-19 12:41:00,BR123,POS1128,C213556,RuPay,Travel,Hyderabad,46142.62,INR,Approved,NPCI,324283,B30,E1314
TXN206300,2026-07-20 02:19:00,BR144,POS1062,C906473,Visa,ATM,Mumbai,43427.24,INR,Approved,VISA,788296,B28,E1206
TXN206301,2026-07-28 08:54:00,BR133,POS1145,C586279,Mastercard,Grocery,Delhi,66239.34,INR,Approved,MC,669081,B19,E1186
TXN206302,2026-07-14 04:23:00,BR120,POS1110,C474654,Visa,Fuel,Mumbai,21998.42,INR,Approved,VISA,677630,B03,E1064
TXN206303,2026-07-15 11:38:00,BR117,POS1167,C643911,Visa,ATM,Pune,,INR,Approved,MC,400955,B22,E1235
TXN206304,2026-07-20 08:52:00,BR123,POS1070,C132100,Mastercard,Grocery,Pune,64122.95,INR,Approved,MC,132054,B05,E1117
TXN206305,2026-07-09 15:00:00,BR112,POS1031,C193258,Visa,ATM,Hyderabad,9916.08,INR,Approved,VISA,416755,B26,E1159
TXN206306,2026-07-22 18:09:00,BR116,POS1194,C945761,RuPay,Fuel,Bengaluru,25521.77,INR,Approved,VISA,888872,B13,E1219
TXN206307,2026-07-12 04:17:00,BR146,POS1098,C933091,Mastercard,Utilities,Pune,72658.48,INR,Approved,NPCI,812745,B18,E1179
TXN206308,2026-07-12 03:58:00,BR112,POS1080,C701724,Visa,Fashion,Bengaluru,41934.37,INR,Approved,NPCI,725265,B02,E1170
TXN206309,2026-07-10 09:55:00,BR109,POS1111,C548258,Visa,Pharmacy,Mumbai,627.64,INR,Reversed,MC,214615,B08,E1217
TXN206310,2026-07-09 08:50:00,BR128,POS1162,C473372,RuPay,Fuel,Hyderabad,60101.32,INR,Approved,MC,782988,B16,E1013
TXN206311,2026-07-30 16:24:00,BR116,POS1057,C119965,Visa,Fuel,Delhi,33063.94,INR,Approved,NPCI,774028,B12,E1144
TXN206312,2026-07-18 17:48:00,BR119,POS1040,C126731,Mastercard,Fashion,Kolkata,24865.33,INR,Approved,VISA,794377,B26,E1279
TXN206313,2026-07-27 06:24:00,BR144,POS1021,C137680,Mastercard,ATM,Mumbai,45898.13,INR,Approved,MC,622277,B12,E1180
TXN206314,2026-07-01 13:18:00,BR116,POS1134,C853423,RuPay,Grocery,Mumbai,37601.49,INR,Approved,MC,615075,B13,E1154
TXN206315,2026-07-06 10:47:00,BR105,POS1188,C824429,Visa,ATM,Delhi,64780.91,INR,Approved,VISA,522487,B26,E1347
TXN206316,2026-07-11 05:54:00,BR117,POS1114,C629193,Visa,Pharmacy,Visakhapatnam,61441.39,INR,Approved,VISA,542785,B10,E1191
TXN206317,2026-07-30 18:29:00,BR103,POS1055,C313462,Visa,Pharmacy,Pune,58934.7,INR,Approved,VISA,948040,B27,E1074
TXN206318,2026-07-07 14:09:00,BR149,POS1137,C348209,Visa,Fashion,Hyderabad,22989.53,INR,Approved,VISA,481656,B23,E1018
TXN206319,2026-07-09 07:27:00,BR136,POS1018,C905058,Mastercard,ATM,Visakhapatnam,28544.68,INR,Reversed,MC,109087,B31,E1239
TXN206320,2026-07-02 06:39:00,BR147,POS1110,C791962,Mastercard,ATM,Delhi,8207.79,INR,Approved,VISA,165156,B15,E1198
TXN206321,2026-07-06 12:41:00,BR132,POS1132,C576570,Mastercard,ATM,Kolkata,26742.47,INR,Approved,NPCI,433441,B18,E1163
TXN206322,2026-07-05 18:13:00,BR109,POS1144,C449296,Mastercard,Grocery,Hyderabad,56823.85,INR,Approved,MC,730875,B09,E1207
TXN206323,2026-07-08 07:24:00,BR137,POS1178,C856244,Mastercard,Utilities,Mumbai,24574.84,INR,Approved,NPCI,234529,B26,E1226
TXN206324,2026-07-03 11:17:00,BR123,POS1172,C138190,Mastercard,Grocery,Chennai,26429.07,INR,Approved,NPCI,422926,B30,E1301
TXN206325,2026-07-15 16:17:00,BR144,POS1078,C899496,Visa,Electronics,Chennai,72832.72,INR,Approved,MC,298893,B14,E1295
TXN206326,2026-07-15 22:29:00,BR107,POS1199,C993144,RuPay,ATM,Chennai,51974.18,INR,Approved,VISA,892001,B21,E1204
TXN206327,2026-07-26 12:45:00,BR142,POS1113,C664184,RuPay,Pharmacy,Kolkata,48938.01,INR,Reversed,NPCI,959971,B18,E1092
TXN206328,2026-07-07 23:32:00,BR129,POS1169,C809707,RuPay,Fuel,Delhi,29355.32,INR,Reversed,MC,888723,B22,E1009
TXN206329,2026-07-24 23:04:00,BR149,POS1131,C899729,RuPay,Dining,Bengaluru,32315.13,INR,Approved,NPCI,787560,B13,E1234
TXN206330,2026-07-16 17:45:00,BR103,POS1155,C758589,RuPay,Pharmacy,Hyderabad,47384.82,INR,Approved,VISA,429493,B04,E1220
TXN206331,2026-07-18 23:57:00,BR150,POS1123,C421003,RuPay,Dining,Bengaluru,63010.52,INR,Approved,NPCI,754743,B19,E1179
TXN206332,2026-07-27 09:55:00,BR107,POS1017,C469017,Visa,Travel,Delhi,26794.76,INR,Approved,NPCI,836756,B10,E1348
TXN206333,2026-07-01 03:23:00,BR124,POS1144,C179926,Mastercard,Fuel,Bengaluru,18762.4,INR,Declined,MC,643283,B02,E1046
TXN206334,2026-07-08 19:55:00,BR133,POS1103,C492524,RuPay,Fuel,Visakhapatnam,64119.45,INR,Approved,MC,965895,B08,E1141
TXN206335,2026-07-12 11:49:00,BR145,POS1061,C395642,RuPay,Pharmacy,Hyderabad,43514.55,INR,Approved,VISA,819173,B28,E1315
TXN206336,2026-07-02 12:37:00,BR137,POS1189,C380822,Mastercard,Pharmacy,Mumbai,63426.89,INR,Approved,MC,171292,B06,E1287
TXN206337,2026-07-25 12:58:00,BR107,POS1036,C239783,RuPay,Fuel,Chennai,35246.86,INR,Approved,NPCI,544947,B18,E1162
TXN206338,2026-07-19 04:47:00,BR148,POS1170,C570958,Mastercard,Dining,Visakhapatnam,42284.51,INR,Declined,MC,934811,B27,E1103
TXN206339,2026-07-19 00:58:00,BR118,POS1172,C994489,Visa,Dining,Chennai,42804.89,INR,Approved,VISA,453921,B09,E1179
TXN206340,2026-07-18 02:47:00,BR131,POS1065,C431781,Mastercard,Utilities,Chennai,8089.97,INR,Approved,NPCI,830939,B01,E1075
TXN206341,2026-07-01 16:40:00,BR114,POS1194,C828349,Mastercard,Dining,Kolkata,30183.0,INR,Approved,MC,949314,B05,E1158
TXN206342,2026-07-20 19:35:00,BR134,POS1172,C508893,RuPay,Dining,Delhi,19188.78,INR,Approved,NPCI,856628,B04,E1227
TXN206343,2026-07-24 20:12:00,BR150,POS1105,C470157,Mastercard,Electronics,Delhi,44205.77,INR,Approved,VISA,745800,B28,E1359
TXN206344,2026-07-10 07:35:00,BR139,POS1082,C536472,RuPay,Dining,Mumbai,55159.82,INR,Approved,VISA,561354,B08,E1114
TXN206345,2026-07-30 12:10:00,BR148,POS1095,C516236,Mastercard,Travel,Chennai,66948.39,INR,Approved,MC,358016,B14,E1163
TXN206346,2026-07-01 01:31:00,BR129,POS1006,C384784,RuPay,Dining,Visakhapatnam,7536.26,INR,Approved,MC,787446,B13,E1399
TXN206347,2026-07-15 20:47:00,BR141,POS1094,C594872,RuPay,Dining,Visakhapatnam,14815.7,INR,Approved,MC,222674,B10,E1308
TXN206348,2026-07-02 00:51:00,BR139,POS1122,C128762,RuPay,Dining,Hyderabad,70106.24,INR,Approved,NPCI,726817,B20,E1138
TXN206349,2026-07-15 03:40:00,BR112,POS1076,C571055,Mastercard,Utilities,Delhi,30969.5,INR,Approved,NPCI,793937,B08,E1154
TXN206350,2026-07-28 20:25:00,BR128,POS1097,C685156,RuPay,Electronics,Pune,10978.95,INR,Approved,VISA,542821,B30,E1144
TXN206351,2026-07-19 16:09:00,BR148,POS1018,C126679,Mastercard,Travel,Pune,35576.11,INR,Approved,MC,800544,B28,E1000
TXN206352,2026-07-06 16:36:00,BR147,POS1051,C682102,RuPay,Fashion,Pune,34901.34,INR,Approved,MC,503415,B12,E1202
TXN206353,2026-07-06 00:58:00,BR130,POS1190,C931812,Mastercard,Utilities,Chennai,24190.63,INR,Approved,NPCI,704315,B18,E1095
TXN206354,2026-07-22 02:27:00,BR133,POS1025,C385701,Mastercard,Grocery,Delhi,68869.91,INR,Approved,VISA,176320,B25,E1136
TXN206355,2026-07-22 13:46:00,BR145,POS1194,C676314,RuPay,Electronics,Delhi,57535.27,INR,Reversed,VISA,543601,B20,E1392
TXN206356,2026-07-09 06:19:00,BR115,POS1168,C818561,RuPay,Dining,Visakhapatnam,66223.97,INR,Approved,MC,542444,B08,E1012
TXN206357,2026-07-04 10:49:00,BR101,POS1018,C615632,Mastercard,Travel,Kolkata,50940.46,INR,Approved,VISA,949735,B13,E1095
TXN206358,2026-07-26 16:53:00,BR112,POS1015,C112129,RuPay,ATM,Mumbai,23168.24,INR,Approved,VISA,889521,B03,E1197
TXN206359,2026-07-12 03:40:00,BR106,POS1173,C442889,RuPay,Fuel,Pune,50983.16,INR,Reversed,NPCI,396992,B15,E1274
TXN206360,2026-07-01 22:07:00,BR115,POS1109,C286467,RuPay,Utilities,Kolkata,583.61,INR,Approved,VISA,511906,B10,E1234
TXN206361,2026-07-07 01:06:00,BR125,POS1180,C799307,Visa,Pharmacy,Bengaluru,17516.53,INR,Approved,MC,216298,B04,E1382
TXN206362,2026-07-13 20:39:00,BR119,POS1048,C485140,RuPay,Dining,Mumbai,"₹44,612.03",INR,Approved,VISA,869065,B25,E1351
TXN206363,2026-07-15 09:49:00,BR134,POS1174,C522142,RuPay,Fuel,Kolkata,16915.33,INR,Approved,NPCI,701031,B12,E1006
TXN206364,2026-07-29 09:13:00,BR126,POS1170,C881365,Mastercard,Dining,Kolkata,56153.19,INR,Approved,MC,991138,B03,E1395
TXN206365,2026-07-25 21:27:00,BR145,POS1082,C655716,RuPay,Utilities,Delhi,21236.86,INR,Approved,MC,751170,B21,E1218
TXN206366,2026-07-12 10:20:00,BR124,POS1151,C335995,Mastercard,ATM,Delhi,1376.62,INR,Approved,MC,500586,B14,E1134
TXN206367,2026-07-31 07:46:00,BR137,POS1030,C209853,RuPay,Utilities,Pune,27066.95,INR,Approved,NPCI,692812,B16,E1250
TXN206368,2026-07-02 07:41:00,BR125,POS1085,C613001,RuPay,Grocery,Hyderabad,66396.32,INR,Approved,NPCI,532045,B29,E1111
TXN206369,2026-07-26 05:53:00,BR110,POS1070,C200902,Visa,ATM,Pune,61189.62,INR,Approved,MC,579902,B23,E1205
TXN206370,2026-07-15 04:53:00,BR101,POS1117,C518222,Mastercard,Travel,Delhi,57441.81,INR,Approved,NPCI,977503,B11,E1189
TXN206371,2026-07-30 17:51:00,BR137,POS1159,C242283,Visa,Electronics,Delhi,66185.67,INR,Approved,NPCI,830717,B30,E1140
TXN206372,2026-07-30 05:05:00,BR110,POS1058,C563905,Mastercard,Grocery,Visakhapatnam,43400.32,INR,Approved,MC,819044,B04,E1252
TXN206373,2026-07-03 16:22:00,BR102,POS1068,C422141,RuPay,ATM,Kolkata,42221.99,INR,Approved,VISA,232623,B30,E1348
TXN206374,2026-07-28 18:33:00,BR142,POS1156,C504035,RuPay,Dining,Hyderabad,16664.17,INR,Approved,MC,316556,B31,E1331
TXN206375,2026-07-07 04:40:00,BR132,POS1081,C900824,Mastercard,Pharmacy,Chennai,42669.62,INR,Approved,VISA,907895,B29,E1240
TXN206376,2026-07-14 22:51:00,BR131,POS1046,C266206,RuPay,Fashion,Hyderabad,48012.88,INR,Approved,VISA,539964,B26,E1023
TXN206377,2026-07-22 07:42:00,BR119,POS1048,C392679,Visa,Travel,Kolkata,10474.55,INR,Approved,MC,664296,B19,E1319
TXN206378,2026-07-22 21:53:00,BR127,POS1131,C606727,Mastercard,Pharmacy,Kolkata,26681.73,INR,Approved,MC,295705,B07,E1097
TXN206379,2026-07-20 02:36:00,BR130,POS1137,C295390,RuPay,Electronics,Hyderabad,65057.71,INR,Approved,VISA,820783,B06,E1062
TXN206380,2026-07-19 12:38:00,BR123,POS1044,C772748,RuPay,Utilities,Bengaluru,25830.03,INR,Declined,VISA,959193,B07,E1226
